source,subject,sender,date,body,summary,label,keywords,priority
email,Try us again!,Graboid <support@graboid.com>,"Fri, 22 Nov 2013 08:21:59 -0600 (CST)","

  
    
      a:link, a:visited,  a:hover, a:active   {color:#527cac;font-weight:bold;text-decoration:none;}
    
    
    
  
  
    
      
        
          
        
        
          
            
              2 More Gigs to Keep You Watching!
            
          
        
        
          
            Hey Graboidian,
            We hope you enjoyed your free trial with Graboid. We know those 2GBs can vanish pretty quickly and we want you to be able to have enough time (and gigs!) to test drive the app and discover all of the great new features we&rsquo;ve been adding lately.
            Download the latest version of Graboid, login and you&rsquo;ll find an additional 2GBs that you can use to download even more videos!
            Happy watching,
              The Graboid Team
          
        
        
          
            P.S. Forgot your username? It&#39;s tollyboy88@gmail.com
	To unsubscribe from all of our mailings, click here.
          
        
      
    
    
    
  

","

  
    
      a:link, a:visited,  a:hover, a:active   {color:#527cac;font-weight:bold;text-decoration:none;}
    
    
    
  
  
    
      
        
          
        
        
          
            
              2 More Gigs to Keep You Watching!
            
          
 ...",elderly_support,old,high
email,Top posts this week on Google+,"""Google+"" <noreply-67fea672@plus.google.com>","Wed, 27 Nov 2013 21:44:41 -0800 (PST)","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLDciK7jhrsCFaTTcgodMmIAAA&path=%2Fexplore&dt=1385617481418&ub=37

------------------------

Change what email Google+ sends you:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLDciK7jhrsCFaTTcgodMmIAAA&path=%2Fsettings%2Fplus&dt=1385617481418&ub=37
Google Inc., 1600 Amphitheatre Pkwy, Mountain View, CA 94043 USA


","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLDciK7jhrsCFaTTcgodMmIAAA&path=%2Fexplore&dt=1385617481418&ub=37

------------------------

Change what email Google+ sends you:  
https://plus.google.com/_/notific...",unclassified,,low
email,Add a profile photo,"""Google+"" <noreply-67fea672@plus.google.com>","Sat, 21 Dec 2013 01:30:06 -0800 (PST)","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CKnZvdKAwbsCFcgQ3godt2wAAA&path=%2F105003501498271584745%2Fabout&dt=1387618206970&ub=37

------------------------

Change what email Google+ sends you:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CKnZvdKAwbsCFcgQ3godt2wAAA&path=%2Fsettings%2Fplus&dt=1387618206970&ub=37
Google Inc., 1600 Amphitheatre Pkwy, Mountain View, CA 94043 USA


","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CKnZvdKAwbsCFcgQ3godt2wAAA&path=%2F105003501498271584745%2Fabout&dt=1387618206970&ub=37

...",unclassified,,low
email,Top posts this week on Google+,"""Google+"" <noreply-67fea672@plus.google.com>","Tue, 07 Jan 2014 07:43:17 -0800 (PST)","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CJCBteGz7LsCFcdi3godTU4AAA&path=%2Fexplore&dt=1389109397790&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CJCBteGz7LsCFcdi3godTU4AAA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1389109397790&ub=37

","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CJCBteGz7LsCFcdi3godTU4AAA&path=%2Fexplore&dt=1389109397790&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ ac...",routine,update,medium
email,Gmail update: Reach more people you know,Gmail Team <mail-noreply@google.com>,"Sat, 11 Jan 2014 02:29:43 +0000","Ever wanted to email someone you know, but haven't yet exchanged email  
addresses? Starting this week, when you're composing a new email, Gmail  
will suggest your Google+ connections as recipients, even if you haven't  
exchanged email addresses yet.

How it works with email addresses
Emailing Google+ connections works a bit differently to protect the privacy  
of email addresses. Your email address isn't visible to your Google+  
connections until you send them an email, and their email addresses are not  
visible to you until they respond.

Receiving email from people outside your circles [link:  
https://support.google.com/plus/answer/1047805?hl=en_US]
If you receive an email from someone outside your circles, it will be  
filtered into the Social category of the inbox [link:  
https://support.google.com/mail/answer/3094596?hl=en_US](if enabled) and  
only after you respond or add them to your circles, can they start another  
conversation with you.

How to control who can contact you
You're in control of whether people can reach you with a new setting in  
Gmail [link: https://mail.google.com/mail/#settings/general] on the  
desktop. To learn more, check out the Help Center [link:  
https://support.google.com/mail/?p=profiles&hl=en_US].

The Gmail Team

 2013 Google Inc. 1600 Amphitheatre Parkway, Mountain View, CA 94043

You have received this mandatory email service announcement to update you  
about important changes to your Gmail product or account.
","Ever wanted to email someone you know, but haven't yet exchanged email  
addresses? Starting this week, when you're composing a new email, Gmail  
will suggest your Google+ connections as recipients, even if you haven't  
exchanged email addresses yet.

How it works with email addresses
Emaili...",routine,update,medium
email,Top posts this week on Google+,"""Google+"" <noreply-67fea672@plus.google.com>","Thu, 23 Jan 2014 02:37:14 -0800 (PST)","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNGZgpmNlLwCFYMR3godTAsAAA&path=%2Fexplore&dt=1390473434622&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNGZgpmNlLwCFYMR3godTAsAAA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1390473434622&ub=37

","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNGZgpmNlLwCFYMR3godTAsAAA&path=%2Fexplore&dt=1390473434622&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ ac...",routine,update,medium
email,Your BlackBerry ID username has been changed,donotreply@blackberry.com,"Wed, 05 Feb 2014 04:07:43 +0000","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""><html dir=""ltr""><head><meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" /><title>Your BlackBerry® ID username has been changed</title><style type=""text/css"">#body{font-family: 'Arial';}a{color: #00B0EB;}a:hover, a:visited:hover{color: #007399;}</style></head><body dir=""ltr""><table dir=""ltr"" id=""body"" style=""width: 100%; border: 1px solid #000000; border-collapse: collapse; box-shadow: 0 0 5px #CCCCCC; font-size: 11pt; color: #000000;""><tr><td id=""banner"" style=""padding: 10px; background-color: #000000;""><img src=""https://blackberryid.blackberry.com/bbid/img/header/bb_logo.png"" alt=""BlackBerry"" /></td></tr><tr><td id=""title"" style=""padding: 10px 20px 0 20px;""><h1 style=""margin: 0; font-size: 16pt; color: #000000;"">Your BlackBerry® ID username has been changed</h1></td></tr><tr><td id=""content"" style=""padding: 10px 20px;""><p>Hello adebayo,</p><p> We now have this email address tollyboy88@gmail.com on file for you. This is your BlackBerry ID username.</p> <p>To enjoy the full benefits of your BlackBerry ID, <a href=""https://blackberryid.blackberry.com/bbid/confirmemail?&locale=ZW4%3D&key=dG9sbHlib3k4OEBnbWFpbC5jb206TUVKRkZRTUVQU1lPQ0NGSlNDU0dIVFNZTlhSUklCQklKREk6MTM5MTgzMjQ2Mjk4MQ%3D%3D"">confirm your email</a>.</p><p>This link will expire in 72 hours.</p><p> BlackBerry® ID is your universal BlackBerry key. Here's what it offers: <ul><li style=""margin-bottom: 10px;""><b>One sign in</b> for all BlackBerry applications, services, and websites. </li><li style=""margin-bottom: 10px;""><b>Automatic transfer</b> of some email accounts and services when you switch smartphones.</li><li style=""margin-bottom: 10px;""><b>Full access</b> to all features in BlackBerry® World&trade; storefront.</li><li style=""margin-bottom: 10px;""><b>Protection</b> of financial transactions using BlackBerry services.</li></ul></p><p><a href=""https://blackberryid.blackberry.com/"">Learn more about BlackBerry ID</a></p><p>Thank you,</p><p>The BlackBerry Team</p></td></tr><tr><td id=""separator"" style=""padding: 0px 20px;""><hr style=""height: 5px; margin: 0; border: 1px solid #D3D3D3; border-radius: 3px; background-color: #F2F2F2;""/></td></tr><tr><td id=""footer"" style=""padding: 10px 20px; font-size: 9pt;""><p>This is a service message sent by or on behalf of Research In Motion Limited (""RIM"").</p><p>RIM has a long-standing policy of protecting customer privacy. Please take a moment to read RIM's <a href=""http://na.blackberry.com/legal/privacy_policy.jsp"">Privacy Policy</a>.</p><p>© 2013 Research In Motion Limited, 295 Phillip St., Waterloo, Ontario, Canada, N2L 3W8. All rights reserved. BlackBerry®, RIM®, Research In Motion® and related trademarks, names and logos are the property of RIM and are registered and/or used in the U.S. and countries around the world.</p></td></tr></table></body></html>
","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.01 Transitional//EN"" ""http://www.w3.org/TR/html4/loose.dtd""><html dir=""ltr""><head><meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8"" /><title>Your BlackBerry® ID username has been changed</title><style type=""text/css"">#body{font-family: 'Aria...",routine,confirm,medium
email,Add a profile photo,"""Google+"" <noreply-67fea672@plus.google.com>","Tue, 11 Feb 2014 00:53:22 -0800 (PST)","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNj3nrXZw7wCFQEg3godRmoAAA&path=%2F105003501498271584745%2Fabout&dt=1392108802392&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNj3nrXZw7wCFQEg3godRmoAAA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1392108802392&ub=37

","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNj3nrXZw7wCFQEg3godRmoAAA&path=%2F105003501498271584745%2Fabout&dt=1392108802392&ub=37

...",routine,update,medium
email,Top posts this week on Google+,"""Google+"" <noreply-67fea672@plus.google.com>","Tue, 18 Mar 2014 00:02:38 -0700 (PDT)","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLjZ__jBm70CFUhE3godAzEAAA&path=%2Fexplore&dt=1395126159277&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLjZ__jBm70CFUhE3godAzEAAA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1395126159277&ub=37

","Top posts this week on Google+

View What's Hot  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CLjZ__jBm70CFUhE3godAzEAAA&path=%2Fexplore&dt=1395126159277&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ ac...",routine,update,medium
email,Add a profile photo,"""Google+"" <noreply-67fea672@plus.google.com>","Fri, 11 Apr 2014 03:25:42 -0700 (PDT)","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMjm-Iuc2L0CFYJPTAodMX4AAA&path=%2F105003501498271584745%2Fabout&dt=1397211942238&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMjm-Iuc2L0CFYJPTAodMX4AAA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1397211942238&ub=37

","Add a profile photo

Make a great first impression by adding a profile photo that shows off your  
personality.Add your photo  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMjm-Iuc2L0CFYJPTAodMX4AAA&path=%2F105003501498271584745%2Fabout&dt=1397211942238&ub=37

...",routine,update,medium
email,"Adebayo, do you know Eyimoga Patrick Eyimoga or Kamaldeen Mohammed?","""Google+"" <noreply-67fea672@plus.google.com>","Sat, 24 May 2014 01:49:12 -0700 (PDT)","People you may know on Google+

Eyimoga Patrick Eyimoga

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNjB39yWxL4CFcFXQgodLhcAug&path=%2F109989278040260647862&dt=1400921352825&ub=37

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNjB39yWxL4CFcFXQgodLhcAug&path=%2F109452412737964496611&dt=1400921352825&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNjB39yWxL4CFcFXQgodLhcAug&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1400921352825&ub=37

","People you may know on Google+

Eyimoga Patrick Eyimoga

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CNjB39yWxL4CFcFXQgodLhcAug&path=%2F109989278040260647862&dt=1400921352825&ub=37

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notif...",routine,update,medium
email,"Adebayo, do you know Eyimoga Patrick Eyimoga or Kamaldeen Mohammed?","""Google+"" <noreply-67fea672@plus.google.com>","Sun, 08 Jun 2014 02:40:37 -0700 (PDT)","People you may know on Google+

Eyimoga Patrick Eyimoga

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPCozpj-6b4CFer7QAod728AcA&path=%2F109989278040260647862&dt=1402220437544&ub=37

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPCozpj-6b4CFer7QAod728AcA&path=%2F109452412737964496611&dt=1402220437544&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPCozpj-6b4CFer7QAod728AcA&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1402220437544&ub=37

","People you may know on Google+

Eyimoga Patrick Eyimoga

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CPCozpj-6b4CFer7QAod728AcA&path=%2F109989278040260647862&dt=1402220437544&ub=37

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notif...",routine,"75, update",medium
email,Welcome to Instagram,"""Instagram"" <no-reply@mail.instagram.com>","Wed, 16 Jul 2014 06:08:41 -0700","
Welcome to Instagram  @tollyboy88!

Confirm your email address to start capturing and sharing your moments with the world.

Confirm your email address[https://instagram.com/accounts/confirm_email/IVMr7gTy/dG9sbHlib3k4OEBnbWFpbC5jb20/] 



========================================
This message was sent to tollyboy88@gmail.com. If you don't want to receive these emails from Facebook in the future, please follow the link below to unsubscribe.
https://instagram.com/accounts/remove/report_wrong_email/nml01s/3tc-11bd9cdf6d28283f4098/mxsKteJY/dG9sbHlib3k4OEBnbWFpbC5jb20/
Facebook, Inc., Attention: Department 415, PO Box 10005, Palo Alto, CA 94303

","
Welcome to Instagram  @tollyboy88!

Confirm your email address to start capturing and sharing your moments with the world.

Confirm your email address[https://instagram.com/accounts/confirm_email/IVMr7gTy/dG9sbHlib3k4OEBnbWFpbC5jb20/] 



========================================
This mess...",routine,"low, confirm",medium
email,"Adebayo, do you know Kamaldeen Mohammed?","""Google+"" <noreply-67fea672@plus.google.com>","Mon, 29 Sep 2014 06:30:04 -0700 (PDT)","People you may know on Google+

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMilzJ3EhsECFUW-3AodLRcAwQ&path=%2F109452412737964496611&dt=1411997404174&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasional  
updates about Google+ activity and friend suggestions? Change what email  
Google+ sends you here:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMilzJ3EhsECFUW-3AodLRcAwQ&path=%2Fsettings%2Fplus%3Fpromo%3Dre&dt=1411997404174&ub=37

","People you may know on Google+

Kamaldeen Mohammed

Add them:  
https://plus.google.com/_/notifications/emlink?emr=08412690570719749007&emid=CMilzJ3EhsECFUW-3AodLRcAwQ&path=%2F109452412737964496611&dt=1411997404174&ub=37

This notification was sent to tollyboy88@gmail.com; Don't want occasion...",routine,update,medium
